Exp	Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	obs_mean	obs_std
mp_ppo_SuperMarioBros-1-1-v0_0	12	70.48968146829044	42.17924347310221	164.94984	17.700005	108.79411764705883	6.18742578125	2.7518360348138478	11.180297	-2.1642048	52000	8.344650304081824e-09	8.341578483581543	-0.02451458014547825	-2.4918389320373535	1.4078478813171387	0.015023140236735344	0.16075000166893005	53.0	10	0.5513018380003251	0.06506094023402935
mp_ppo_SuperMarioBros-1-1-v0_0	13	70.5396728515625	32.19751593165407	151.79988	18.300003	106.73529411764706	6.1353984375	2.9262133567761253	12.708599	-3.8379347	56000	-1.7285346487483366e-09	8.2384672164917	-0.0030880761332809925	-0.5801396369934082	1.367967963218689	0.019770601764321327	0.257999986410141	6.0	11	0.5515589786866465	0.06499873818615226
mp_ppo_SuperMarioBros-1-1-v0_0	14	72.26360529119319	42.12822997013602	165.1999	18.500004	111.72727272727273	5.94672021484375	2.9815929441114193	12.509323	-6.6165147	60000	-1.0132790162487026e-09	8.207453727722168	-0.0026283825282007456	-0.4326162338256836	1.293096661567688	0.015660639852285385	0.31325000524520874	5.0	12	0.551735657246848	0.06495073161531682
mp_ppo_SuperMarioBros-1-1-v0_0	15	77.46467141544117	61.78494635093758	232.19987	18.500002	113.6470588235294	6.2772001953125	2.5185730978509935	11.379418	-4.042651	64000	-1.3113021779531664e-09	10.913603782653809	-0.0063164448365569115	-2.9027538299560547	1.1905181407928467	0.015239492990076542	0.10750000178813934	24.0	12	0.551871383522404	0.06516692732209113
mp_ppo_SuperMarioBros-1-1-v0_0	16	74.25906279592803	45.84686353321602	233.39978	18.700006	115.15151515151516	6.282427734375	2.712244011538232	11.808902	-1.4128317	68000	-2.38418573772492e-09	8.576051712036133	-0.02179383486509323	-2.5695252418518066	1.1946953535079956	0.015250690281391144	0.1550000011920929	54.0	13	0.5520129458162956	0.065156239406072
mp_ppo_SuperMarioBros-1-1-v0_0	17	71.62644330193015	34.669374570191415	130.39989	19.200005	108.6470588235294	6.1988642578125	3.0075166250579564	11.718533	-5.072143	72000	4.768371808516747e-10	7.96702241897583	-0.013095295988023281	-2.399385929107666	1.1279957294464111	0.015421188436448574	0.13050000369548798	30.0	14	0.5521423511533602	0.06508650710349306
mp_ppo_SuperMarioBros-1-1-v0_0	18	72.89996337890625	40.61166982154815	138.69986	18.7	104.52777777777777	6.5924931640625	3.0033935884054554	12.079349	-7.583227	76000	4.410743770222325e-09	8.408631324768066	-0.001470871502533555	-0.940727710723877	1.0848143100738525	0.016995077952742577	0.16050000488758087	5.0	14	0.5522866283747504	0.06503220508276639
mp_ppo_SuperMarioBros-1-1-v0_0	19	72.527099609375	50.38639537896827	187.99982	18.400005	104.97142857142858	6.10691455078125	2.9929818625724245	11.63181	-8.079223	80000	5.9604645663569045e-09	9.94300651550293	-0.019352270290255547	-3.2914929389953613	1.1600761413574219	0.01517536025494337	0.1469999998807907	53.0	15	0.5524142889174626	0.06500501370613494
mp_ppo_SuperMarioBros-1-1-v0_0	20	78.19844193892045	47.836692978045185	154.39986	18.600008	112.36363636363636	6.4635244140625	2.8358205037850155	11.953532	-3.128519	84000	-6.377697037152075e-09	9.235112190246582	-0.011203894391655922	-1.7684502601623535	1.1435182094573975	0.015061470679938793	0.1315000057220459	25.0	16	0.5525187737021622	0.0650003604827956
mp_ppo_SuperMarioBros-1-1-v0_0	21	89.97686298076923	53.92108282552311	189.74982	19.800005	140.30769230769232	6.3457939453125	2.7864788453294866	12.356504	-2.596365	88000	-1.0251999249533128e-08	9.041023254394531	-0.011594228446483612	-2.6036343574523926	1.1085801124572754	0.015668367967009544	0.1445000022649765	25.0	17	0.5525694260108253	0.06500213325346164
mp_ppo_SuperMarioBros-1-1-v0_0	22	82.72830403645834	39.29194282334908	167.34984	19.800005	125.93333333333334	6.15762939453125	2.812538020576344	12.086788	-4.6521387	92000	1.4305114870438729e-09	8.243406295776367	-0.021327154710888863	-2.669978141784668	1.1113550662994385	0.015200662426650524	0.13375000655651093	48.0	18	0.552665179399864	0.06498387520231931
mp_ppo_SuperMarioBros-1-1-v0_0	23	70.74568917410714	38.12530298474454	165.54987	19.100006	104.45714285714286	6.49944921875	3.2982406827826405	11.972113	-7.8531594	96000	3.4570692974966732e-09	8.307307243347168	-0.021547667682170868	-2.2076964378356934	1.0846635103225708	0.01521230861544609	0.13224999606609344	50.0	18	0.5527512596682425	0.06495709540255848
mp_ppo_SuperMarioBros-1-1-v0_0	24	62.14100686097756	45.80857650145597	187.34984	18.400003	91.71794871794872	6.2864072265625	3.253627032588016	11.874691	-5.243641	100000	7.748603536583687e-09	9.780200004577637	-0.026017770171165466	-4.13507080078125	1.056355595588684	0.014429775066673756	0.14425000548362732	79.0	20	0.5528203418626405	0.06490047715836025
mp_ppo_SuperMarioBros-1-1-v0_0	25	84.47687237079327	43.82704754091754	166.04988	19.900005	116.88461538461539	4.9053955078125	4.372145273990218	12.826451	-10.59922	104000	1.907348723406699e-09	8.404047966003418	0.014022720977663994	3.2117996215820312	1.0603915452957153	0.07206857949495316	0.2304999977350235	1.0	20	0.5528393109548219	0.06502629999475726
mp_ppo_SuperMarioBros-1-1-v0_0	26	67.32429793074324	35.30394538810381	153.89987	19.500006	98.94594594594595	8.5170244140625	3.447336494491073	15.769577	-9.25001	108000	1.907348723406699e-09	13.726024627685547	0.02113240212202072	-1.1952476501464844	0.9587157368659973	0.027401911094784737	0.1850000023841858	1.0	21	0.5529162375070333	0.06497417574867524
mp_ppo_SuperMarioBros-1-1-v0_0	27	77.5393584280303	40.91853308015597	166.1499	18.000006	112.72727272727273	4.6748486328125	2.5444138798920863	13.898653	-8.890404	112000	-1.7166136956348055e-08	12.328125953674316	0.01370948925614357	0.11054801940917969	1.1195521354675293	0.034169770777225494	0.24424999952316284	3.0	21	0.5529879108247827	0.06495561322392619
mp_ppo_SuperMarioBros-1-1-v0_0	28	84.10462951660156	52.28674367804066	189.69981	19.5	117.65625	7.998572265625	3.3776828168046653	15.111368	-4.25086	116000	4.172325152040912e-09	11.101604461669922	0.016586488112807274	-1.2038803100585938	1.032442331314087	0.01669430173933506	0.14024999737739563	3.0	22	0.5530533307375263	0.06495662446141258
mp_ppo_SuperMarioBros-1-1-v0_0	29	77.84996122472427	46.32919739483947	187.29987	19.5	110.38235294117646	5.8741201171875	2.684007359865561	11.6051	-6.074848	120000	1.907348723406699e-09	10.20915412902832	-0.017101816833019257	-3.388883590698242	1.205303430557251	0.015054902993142605	0.1547500044107437	49.0	23	0.5531315293907249	0.06494089372090653
mp_ppo_SuperMarioBros-1-1-v0_0	30	72.94409897748162	42.98179815254907	167.29988	18.200005	108.58823529411765	6.6392373046875	2.6447508448339705	11.887644	-5.0142527	124000	-5.364418242947977e-09	8.789774894714355	-0.026305783540010452	-3.1797070503234863	1.1301188468933105	0.014576506800949574	0.15074999630451202	79.0	24	0.5531800877655128	0.06492299768226617
mp_ppo_SuperMarioBros-1-1-v0_0	31	82.99161783854167	38.33297440955154	138.24985	19.000004	121.96666666666667	6.4775673828125	3.22725998817108	13.475079	-6.4021573	128000	2.145767119543507e-09	8.65471363067627	-0.002164033940061927	-1.2560696601867676	1.1118452548980713	0.015044660307466984	0.14675000309944153	6.0	24	0.5532329725853379	0.06491000504312289
mp_ppo_SuperMarioBros-1-1-v0_0	32	95.32400173611111	44.83863493540331	230.69977	19.900005	135.11111111111111	6.42390625	2.8402919393578627	12.253746	-6.15527	132000	2.7418136649970393e-09	8.133615493774414	-0.009005080908536911	-2.043888568878174	1.100515365600586	0.015160425566136837	0.1042499989271164	21.0	25	0.5532777452118237	0.06494074145358276
mp_ppo_SuperMarioBros-1-1-v0_0	33	75.45139508928571	45.213454559614064	187.69986	18.700005	107.6	7.032306640625	2.7323803439034617	13.635761	-6.419852	136000	-2.3841859042583735e-10	9.185683250427246	-0.026665041223168373	-3.159270763397217	1.128055214881897	0.013801852241158485	0.14300000667572021	79.0	26	0.5533251046234384	0.06490993289577433
mp_ppo_SuperMarioBros-1-1-v0_0	34	70.47701119087837	37.54072394602816	154.49986	19.800003	97.37837837837837	6.8793359375	2.8810784927262914	12.608899	-8.421279	140000	-8.583068478174027e-09	8.257783889770508	-0.016129521653056145	-2.2603530883789062	1.1007598638534546	0.015001131221652031	0.16249999403953552	35.0	27	0.5533793114793131	0.06487758831016317
mp_ppo_SuperMarioBros-1-1-v0_0	35	74.0437240600586	36.548279486159636	154.19986	18.100002	109.65625	6.22673095703125	3.247476484229716	12.61816	-7.770939	144000	3.3378602104505717e-09	6.9662041664123535	-0.02069803886115551	-2.078024387359619	1.0669718980789185	0.01504446379840374	0.1459999978542328	54.0	28	0.5534025248153684	0.06484159973682838
mp_ppo_SuperMarioBros-1-1-v0_0	36	80.94995959051724	46.20536347897436	164.54988	19.200006	123.75862068965517	6.26359765625	3.206901127841331	15.1055155	-8.186837	148000	-4.291534239087014e-09	8.972100257873535	-0.0055426363833248615	-3.055698871612549	1.044039249420166	0.015142450109124184	0.1392499953508377	27.0	29	0.5534120952293876	0.06483897363610164
mp_ppo_SuperMarioBros-1-1-v0_0	37	74.19302707248264	46.00891321783325	189.84987	19.700005	105.41666666666667	6.42458544921875	3.1718007996247177	13.000053	-7.752649	152000	-5.7220459481754915e-09	9.417670249938965	-0.013997082598507404	-2.493910312652588	1.0372194051742554	0.015294498763978481	0.13774999976158142	29.0	30	0.5534520545376383	0.0648153143666075
mp_ppo_SuperMarioBros-1-1-v0_0	38	76.95691596137152	40.11366770572788	166.69984	19.700005	105.19444444444444	6.85102392578125	2.9530496022120927	13.495305	-6.707407	156000	-4.291534239087014e-09	8.86232852935791	-0.017795130610466003	-2.3965835571289062	1.027526617050171	0.015194600448012352	0.10199999809265137	42.0	30	0.553507680088793	0.06479090337801531
mp_ppo_SuperMarioBros-1-1-v0_0	39	84.66328125	43.90112440426023	167.44983	19.200005	124.76666666666667	6.422908203125	2.8912234177874425	13.1483965	-9.540691	160000	9.715557247602646e-09	9.486037254333496	-0.0007919796626083553	-1.0307693481445312	0.9781469106674194	0.015114106237888336	0.09700000286102295	5.0	31	0.5535248881165566	0.06478152063159212
mp_ppo_SuperMarioBros-1-1-v0_0	40	85.33995768229167	31.488607811000474	152.19987	19.800005	126.93333333333334	6.24001953125	3.630292607223624	13.541244	-8.048033	164000	5.9604645663569045e-09	7.561065673828125	-0.011597968637943268	-2.0356621742248535	1.0407788753509521	0.015202428214251995	0.12800000607967377	20.0	32	0.553552014586237	0.06477081532465598
mp_ppo_SuperMarioBros-1-1-v0_0	41	77.01209605823864	37.17611233841544	138.94984	19.700005	110.54545454545455	6.508333984375	3.542882389382972	12.352042	-6.9636536	168000	1.907348723406699e-09	7.352715969085693	-0.019578849896788597	-2.0886688232421875	1.0227731466293335	0.015037668868899345	0.1392499953508377	54.0	33	0.5535853325264681	0.06475914898954438
mp_ppo_SuperMarioBros-1-1-v0_0	42	83.82054946001838	44.09296506263449	187.69983	18.600004	112.29411764705883	6.84743359375	3.1563626217530834	12.794637	-8.580022	172000	-2.38418573772492e-09	9.293475151062012	0.00030987191712483764	-1.5770068168640137	1.02727210521698	0.01621648482978344	0.09475000202655792	11.0	33	0.5536273256111305	0.06474987879288861
mp_ppo_SuperMarioBros-1-1-v0_0	43	82.3848174124053	40.44448384729669	182.79985	19.500006	113.87878787878788	7.18940234375	2.682295378233678	12.337726	-6.4294853	176000	7.1525572131747595e-09	8.538771629333496	-0.029084892943501472	-3.206052780151367	1.0236819982528687	0.015021555125713348	0.19599999487400055	65.0	34	0.5536697888146405	0.06474180486986358
mp_ppo_SuperMarioBros-1-1-v0_0	44	96.0480205829327	57.69442984878976	257.59976	19.000004	138.19230769230768	6.2835703125	3.437995986945011	12.054047	-8.050863	180000	5.364417798858767e-10	8.74636173248291	6.587081588804722e-05	-1.2550430297851562	1.0436785221099854	0.015461916103959084	0.19224999845027924	6.0	35	0.5536765169398514	0.06481989878849385
mp_ppo_SuperMarioBros-1-1-v0_0	45	81.79672536542338	48.89816452538493	187.94981	19.800005	117.35483870967742	6.70034375	3.336309039614361	12.154596	-6.515629	184000	-2.38418573772492e-09	8.497711181640625	-0.004871367942541838	-0.6066803932189941	1.0700531005859375	0.018409356474876404	0.24500000476837158	4.0	35	0.5536950493430661	0.06480720457899439
mp_ppo_SuperMarioBros-1-1-v0_0	46	88.89440465856481	44.91359213091124	189.34982	19.300005	120.92592592592592	6.680740234375	2.7963395087931473	12.938687	-4.7657566	188000	9.298324776807476e-09	8.392293930053711	-0.0029501328244805336	-0.7173624038696289	1.0429524183273315	0.0161141324788332	0.13124999403953552	5.0	36	0.5537138915374866	0.06484814522440642
mp_ppo_SuperMarioBros-1-1-v0_0	47	82.21319939108456	35.32099552934237	164.99983	20.200005	113.11764705882354	6.7957802734375	3.4248300596525953	12.132323	-7.328387	192000	-4.768371808516747e-10	8.368454933166504	-0.009950265288352966	-2.195250988006592	0.9495846033096313	0.015013017691671848	0.15649999678134918	27.0	37	0.5537467913804494	0.06483347507897964
mp_ppo_SuperMarioBros-1-1-v0_0	48	79.62577179939517	45.85592246373417	231.19983	19.700005	116.96774193548387	6.40196240234375	3.6295039369209947	12.6077585	-7.003997	196000	2.2649764286342133e-09	7.953802108764648	-0.006338513921946287	-1.6853203773498535	0.9541468024253845	0.015164726413786411	0.1667499989271164	19.0	37	0.5537565298747156	0.06484586572092323
mp_ppo_SuperMarioBros-1-1-v0_0	49	82.89260684742646	39.420232539343075	166.99991	18.600006	108.5	6.86856884765625	3.220529392865791	12.224045	-7.479895	200000	-4.768371808516747e-10	8.543295860290527	-0.0028478989843279123	-0.5401678085327148	0.9169487953186035	0.015519511885941029	0.1940000057220459	7.0	38	0.5537968591465731	0.06482478181784085
mp_ppo_SuperMarioBros-1-1-v0_0	50	110.83688221807066	42.03530114224906	188.9498	20.200005	155.43478260869566	6.79544384765625	3.08548390653719	12.585897	-7.5876083	204000	4.768371808516747e-10	8.58930778503418	0.0013619780074805021	-1.0092263221740723	0.8596504926681519	0.017865849658846855	0.1679999977350235	5.0	38	0.5538111924164841	0.06483400113794387
mp_ppo_SuperMarioBros-1-1-v0_0	51	97.20528738839286	50.90641854089437	166.59984	19.700005	128.17857142857142	7.10177587890625	3.4680089298472114	12.395247	-5.0012536	208000	1.6689301052252858e-09	9.116767883300781	0.0003017175185959786	-0.8108730316162109	0.8694015145301819	0.01644946075975895	0.11599999666213989	6.0	39	0.5538375704503089	0.06484141605692166
mp_ppo_SuperMarioBros-1-1-v0_0	52	73.91022511017628	47.65583411966499	188.89989	20.000004	97.97435897435898	7.5139013671875	2.791993995113528	11.921137	-4.886164	212000	-2.38418573772492e-09	10.161935806274414	-0.0025817446876317263	-0.9568586349487305	0.8426995873451233	0.016874827444553375	0.1379999965429306	8.0	39	0.5538697121739606	0.06480590424047467
mp_ppo_SuperMarioBros-1-1-v0_0	53	87.02413841985887	45.30992345288669	168.04987	20.000004	107.45161290322581	6.4749853515625	3.087646599505439	11.214953	-8.291145	216000	-6.9141385949933465e-09	9.319901466369629	-0.008612332865595818	-2.0262527465820312	0.8879235982894897	0.016014909371733665	0.12274999916553497	23.0	40	0.5538956968434298	0.06482514059059652
mp_ppo_SuperMarioBros-1-1-v0_0	54	96.65509664601294	46.15707113235459	187.99985	18.000006	126.44827586206897	7.13756591796875	2.9452915284399266	12.814911	-8.79703	220000	2.145767119543507e-09	7.5676398277282715	-0.00893669854849577	-1.468505859375	0.9149308800697327	0.015361196361482143	0.12575000524520874	20.0	41	0.5539271716550873	0.06482060359431674
mp_ppo_SuperMarioBros-1-1-v0_0	55	90.30327962239583	44.3849475352662	188.19981	20.000004	118.56666666666666	7.2834072265625	3.0688531041742615	12.6038475	-7.699473	224000	-1.907348723406699e-09	7.980900764465332	-0.01608186401426792	-2.2537550926208496	0.9040902256965637	0.01514928974211216	0.1420000046491623	36.0	42	0.5539546993550748	0.06481160117762595
mp_ppo_SuperMarioBros-1-1-v0_0	56	90.76105866608796	43.39887037967096	153.94986	19.600002	119.85185185185185	6.629943359375	3.601345370352932	12.862418	-6.8947053	228000	-6.43730180271973e-09	8.775480270385742	-0.004697965923696756	-1.6835455894470215	0.8855175375938416	0.015463419258594513	0.15725000202655792	14.0	42	0.5539604535762657	0.06483838021077962
mp_ppo_SuperMarioBros-1-1-v0_0	57	78.63746473524306	45.11185461808607	182.89983	18.400003	99.86111111111111	7.418609375	3.272238070829734	13.082118	-5.2662544	232000	-7.3909758313561724e-09	9.206198692321777	0.0001592649205122143	-1.3963236808776855	0.8153715133666992	0.015019861049950123	0.10275000333786011	15.0	43	0.5539882579307563	0.06481501786290671
mp_ppo_SuperMarioBros-1-1-v0_0	58	98.4321997857863	46.78316272459708	164.84984	20.200005	122.6774193548387	7.30306591796875	3.2032019807822762	12.692104	-7.174507	236000	1.907348723406699e-09	8.44638729095459	-0.018293073400855064	-2.361145496368408	0.7615446448326111	0.01518733985722065	0.1277499943971634	59.0	44	0.5540152697128101	0.06480662662091428
mp_ppo_SuperMarioBros-1-1-v0_0	59	98.86958530970982	38.71020602145143	188.64984	56.200012	134.25	7.16067578125	3.2764429073310586	13.452259	-10.639927	240000	2.6226043559063328e-09	7.97694206237793	-0.0019722101278603077	-0.8372645378112793	0.754248857498169	0.01773201860487461	0.13650000095367432	5.0	44	0.5540293490533745	0.06480174625220964
mp_ppo_SuperMarioBros-1-1-v0_0	60	117.30641771399456	63.622674959653644	234.09972	20.100004	161.43478260869566	6.23561474609375	4.39088344435092	13.406864	-6.9330816	244000	1.0251999249533128e-08	10.197244644165039	0.004852881655097008	-1.232102394104004	0.8945550322532654	0.019567124545574188	0.1107499971985817	3.0	45	0.5540148771722879	0.06491870151840995
mp_ppo_SuperMarioBros-1-1-v0_0	61	96.12407394935344	42.68590962352719	182.04982	20.000004	126.3103448275862	7.66578076171875	3.184704809956882	13.39823	-3.5110455	248000	-2.6226043559063328e-09	8.513647079467773	-0.01095457375049591	-1.7627506256103516	0.7697491645812988	0.015630679205060005	0.15549999475479126	21.0	46	0.5540366829208355	0.06491362775219134
mp_ppo_SuperMarioBros-1-1-v0_0	62	104.7277199074074	46.574934643400596	184.79984	20.200005	135.07407407407408	6.8688681640625	3.3475298437336596	12.468061	-5.581098	252000	1.037120789249002e-08	7.905555725097656	-0.00467706099152565	-1.678330898284912	0.7592789530754089	0.015196403488516808	0.14949999749660492	20.0	46	0.5540530919800916	0.06490830753957548
mp_ppo_SuperMarioBros-1-1-v0_0	63	99.97030526620371	36.998537571198774	166.89983	20.200005	137.96296296296296	7.3374501953125	3.397671824665384	12.869667	-6.3845687	256000	3.0994415922691587e-09	7.460104942321777	-0.009576529264450073	-1.7696099281311035	0.7185114026069641	0.015007044188678265	0.12399999797344208	17.0	47	0.5540640406349431	0.06490097261430709
mp_ppo_SuperMarioBros-1-1-v0_0	64	115.57492065429688	51.137984165189444	188.14986	20.200005	148.66666666666666	7.030173828125	3.6228757245626024	13.40453	-8.827091	260000	4.887581006585151e-09	7.974562168121338	-0.026361411437392235	-3.003056049346924	0.700177788734436	0.014750373549759388	0.14274999499320984	79.0	48	0.5540746674708972	0.06489370514943897
mp_ppo_SuperMarioBros-1-1-v0_0	65	108.49221567007211	43.75201403331227	229.69954	20.200005	143.19230769230768	7.317669921875	3.796361462184877	13.9554615	-8.579866	264000	4.76837147544984e-09	8.060650825500488	-0.008536671288311481	-2.321681499481201	0.7145417332649231	0.015170147642493248	0.14474999904632568	25.0	49	0.5540748268462103	0.0649608732599626
mp_ppo_SuperMarioBros-1-1-v0_0	66	124.34080921519886	53.24471804789655	230.04971	20.200005	162.0	7.0829306640625	3.6466500573300147	13.167028	-6.4317584	268000	-5.9604643443123e-10	7.3223066329956055	0.0017403464298695326	-1.3032937049865723	0.7089741230010986	0.015177881345152855	0.08574999868869781	14.0	49	0.554075775155952	0.06498504474653644
mp_ppo_SuperMarioBros-1-1-v0_0	67	116.46101888020833	51.55623278410563	189.34981	18.900002	140.74074074074073	8.011041015625	3.2244433870437237	12.932437	-4.357283	272000	-3.3974647539736225e-09	7.913421154022217	-0.0018327211728319526	-1.2488741874694824	0.6809493899345398	0.015677358955144882	0.11524999886751175	16.0	50	0.5540959073795227	0.06498447626485428
mp_ppo_SuperMarioBros-1-1-v0_0	68	121.33400656960227	56.82811816525817	232.54979	20.200005	156.4090909090909	7.312310546875	3.3534893208418004	13.046814	-5.3656073	276000	7.152557435219364e-10	8.640514373779297	-0.0027024701703339815	-1.6059060096740723	0.661709189414978	0.016047386452555656	0.1277499943971634	6.0	51	0.5540934291809498	0.0650428298854789
mp_ppo_SuperMarioBros-1-1-v0_0	69	125.65199788411458	51.065588569383	259.99985	55.600014	150.16666666666666	7.9164638671875	3.5026995727402888	13.143051	-4.8452063	280000	-4.410743770222325e-09	6.775996208190918	-0.00369070703163743	-0.944976806640625	0.6382546424865723	0.015174049884080887	0.09350000321865082	10.0	51	0.5541140297281301	0.06505271463569454
mp_ppo_SuperMarioBros-1-1-v0_0	70	119.437900390625	48.567432181967376	189.44981	20.200005	148.04	7.98544921875	3.2383275969240666	12.715572	-5.9859	284000	-5.7220459481754915e-09	7.4075846672058105	-0.016408037394285202	-2.500485897064209	0.6310933828353882	0.015131019987165928	0.1367499977350235	48.0	52	0.5541289802056073	0.06504594941571498
mp_ppo_SuperMarioBros-1-1-v0_0	71	134.44080699573863	41.37723576079661	182.64984	60.450012	163.77272727272728	7.744005859375	3.285456529825802	13.61913	-8.324586	288000	1.204013866384912e-08	5.643880844116211	-0.008060574531555176	-1.6272773742675781	0.593914806842804	0.015745414420962334	0.1342500001192093	17.0	53	0.5541404705922421	0.06504086982441064
mp_ppo_SuperMarioBros-1-1-v0_0	72	139.84486083984376	31.682929280805144	229.04958	70.15002	182.85	7.69759130859375	3.914453136694192	14.246036	-9.257779	292000	-5.60283641704018e-09	7.5869903564453125	0.007829457521438599	-1.143519401550293	0.5992214679718018	0.01531181950122118	0.08375000208616257	4.0	53	0.5541289697724773	0.06509882064266581
mp_ppo_SuperMarioBros-1-1-v0_0	73	137.0223876953125	51.37677536470151	233.39978	55.350018	183.4	7.33520947265625	4.24991773817447	14.908019	-9.718217	296000	-8.106232129989621e-09	6.259834289550781	0.007661240175366402	-0.8227496147155762	0.5757909417152405	0.01625075563788414	0.10275000333786011	7.0	54	0.5541081021485094	0.06518047991515258
mp_ppo_SuperMarioBros-1-1-v0_0	74	144.44460577713815	52.602695610836484	254.7997	55.950012	196.1578947368421	7.33149560546875	3.6665575859721606	14.0989065	-6.138296	300000	-1.0490417423625331e-08	6.64963960647583	-0.006797461304813623	-1.8144235610961914	0.6351708769798279	0.015593205578625202	0.10525000095367432	17.0	54	0.5540935874705619	0.06527219762189841
